,word,lemma
3821,зачувувањето,зачувување
3822,зачувување,зачувување
3823,зачудувачки,зачудувачки
3824,зашеметен,зашеметен
3825,зашеметеност,зашеметеност
3826,зашеметувачка,зашеметувачки
3827,заштеди,заштеди
3828,заштита,заштита
3829,заштитен,заштитен
3830,заштитна,заштитен
3831,заштитена,заштитен
